"X","ENTREZID","logFC","logCPM","LR","PValue","FDR","SYMBOL"
14553,3257,-3.90245929731408,6.04959982365069,16.5112536021886,4.8362178641299e-05,0.0065981835978422,"HPS1"
14696,338442,-8.12836140479153,1.89511297218428,15.5169589290738,8.17683652922468e-05,0.00962892412253305,"HCAR2"
14858,340206,-8.23494058486187,1.80247802993807,18.1158492213865,2.07864034173611e-05,0.00331801698027726,"TREML3P"
14876,340481,5.08368004495454,4.65814349140959,11.6325969121632,0.000648060130086484,0.0436519872232775,"ZDHHC21"
14957,342618,-8.94579905121214,5.50568222216834,47.7613981047514,4.81377429113091e-12,8.07060294439204e-09,"SLFN14"
14989,343171,-5.59761468899521,3.67964723706737,24.9713450744471,5.81887307702673e-07,0.000166866471370494,"OR2W3"
15139,3481,-5.36219877986348,7.74659683451234,19.6579877519672,9.2615340609714e-06,0.00171852909798025,"IGF2"
15160,3487,-3.81414735086206,6.71073195464733,13.6606964082436,0.00021899026643612,0.0207237788804048,"IGFBP4"
15197,3500,10.7339757130014,5.47363989901853,14.4034974328593,0.000147528057008872,0.0152858450309557,"IGHG1"
15267,3554,-6.68674878498448,6.67407795620415,27.3818286723613,1.66993067033186e-07,5.75353800329212e-05,"IL1R1"
15287,3576,-7.26981698907311,4.84340967424003,34.8960872735248,3.47779060701676e-09,2.3508208412668e-06,"CXCL8"
15290,3579,-8.01334606374695,1.60221825944469,15.8811130592165,6.74484683452972e-05,0.00827079825099484,"CXCR2"
15404,3690,-3.51836251728415,4.23677668199988,13.3747880572968,0.000255029446497164,0.0235839934399169,"ITGB3"
15425,3712,9.15817057271534,4.30324336876456,14.2625571094473,0.000158996454845061,0.0162370840037816,"IVD"
15444,3737,5.28650206520467,5.54789422294238,11.7813194941901,0.000598280620340713,0.0419712898150998,"KCNA2"
15474,3746,9.72390028850955,4.57413918623077,14.905871098316,0.000113010726145837,0.0123399019818473,"KCNC1"
15524,3752,9.2170342796655,4.2393828568242,13.7484120876435,0.000208997421718942,0.0202506375515385,"KCND3"
15534,375323,9.15050134806236,4.0092813846005,12.2928743153816,0.000454690940099691,0.0349828612179681,"LHFPL4"
15551,375612,9.04892065910911,4.1771896055122,14.102016187404,0.00017315807831686,0.0173097107162523,"LHFPL3"
15577,3765,10.002771134956,5.03651301255081,16.4623971696517,4.96246074056861e-05,0.00670877430594013,"KCNJ9"
15578,3766,4.73074822314051,5.13296538840066,11.314681887624,0.00076896634034551,0.049728825518016,"KCNJ10"
15630,3792,-5.26212494720173,3.98753162618388,25.1748939232115,5.23593949991878e-07,0.000153245693198654,"KEL"
15658,383,-6.47187389979512,3.28585649445365,28.1628439072553,1.11525112701216e-07,4.007845505807e-05,"ARG1"
15675,3848,-11.8743786110559,5.45776792611869,59.8181061610634,1.04041780757109e-14,7.3843653892358e-11,"KRT1"
15862,388588,-5.72083653155987,3.32551203951299,19.1271247922819,1.22294427735495e-05,0.00218360931032119,"SMIM1"
15868,388630,-7.43115245654843,1.19516775735192,11.8621783522884,0.00057285498239341,0.0407974758287062,"TRABD2B"
15907,388931,-9.81670708867943,3.36552117329271,38.4913280744213,5.49975178492914e-10,4.73145312648904e-07,"MFSD2B"
15937,389136,-6.6344344448506,5.95599971329681,32.8767344677622,9.81913843731953e-09,5.50471744590289e-06,"VGLL3"
